ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility,lga_name,sen_district,state_name,adequate_share,unscored_share,access_category
W0373,Ngeluli,LGA002,16604,2928,Gridded population estimate 2024,0.631127890081882,0.631127890081882,0.6307590403012581,10479,10479,10473,Adekowo,Tivbetu South,Tivbetu State,0.9994155704629436,0.0,facility_nearby_adequately_staffed
W0397,Ibangoba,LGA099,17016,3113,Projected 2026 from 2006 census,0.1057112334854052,0.1057112334854052,0.0,1799,1799,0,Tivrafa-West,Uzojina North,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0416,Agbkoli,LGA099,63483,11133,Gridded population estimate 2024,0.2807477544307981,0.2807477544307981,0.0672195305206885,17823,17823,4267,Tivrafa-West,Uzojina North,Uzojina State,0.2394303407946137,0.0,facility_nearby_mixed_adequacy
W0427,Katdeno,LGA099,64470,9430,Projected 2026 from 2006 census,0.5716751361053002,0.4908748899122011,0.2682063604897276,36856,31647,17291,Tivrafa-West,Uzojina North,Uzojina State,0.4691586944238294,0.14133944453763342,facility_nearby_mixed_adequacy
W0438,Maldule,LGA099,89130,13587,Gridded population estimate 2024,0.8901099761277862,0.8901099761277862,0.7451319243775845,79336,79336,66414,Tivrafa-West,Uzojina North,Uzojina State,0.8371234390823316,0.0,facility_nearby_adequately_staffed
W0457,Zambema,LGA099,144693,26236,Projected 2026 from 2006 census,0.3474038196609821,0.1816614128111492,0.1816614128111492,50267,26285,26285,Tivrafa-West,Uzojina North,Uzojina State,0.5229113859151736,0.4770886140848264,facility_nearby_mixed_adequacy
W0363,Ibalana,LGA028,67969,11837,Projected 2026 from 2006 census,0.3417992775941304,0.3417992775941304,0.2798995685949049,23232,23232,19024,Dutjiri,Uzojina North,Uzojina State,0.818900410103475,0.0,facility_nearby_adequately_staffed
W0369,Tivyoyi,LGA028,12654,2072,Gridded population estimate 2024,0.3190973301947126,0.3190973301947126,0.3190280726901574,4038,4038,4037,Dutjiri,Uzojina North,Uzojina State,0.9997829580569887,0.0,facility_nearby_adequately_staffed
W0378,Katbaru,LGA028,66556,9690,Gridded population estimate 2024,0.6273608956475967,0.62187803883613,0.62187803883613,41755,41390,41390,Dutjiri,Uzojina North,Uzojina State,0.9912604421960235,0.00873955780397652,facility_nearby_adequately_staffed
W0396,Katmana,LGA028,108552,18540,Projected 2026 from 2006 census,0.4165585471863537,0.4165585471863537,0.3183949218265942,45218,45218,34562,Dutjiri,Uzojina North,Uzojina State,0.7643461500842892,0.0,facility_nearby_mixed_adequacy
W0308,Uzodumi,LGA006,56649,8954,Gridded population estimate 2024,0.5810289870606836,0.4819158942200124,0.471195205742172,32915,27300,26693,Agbkotu-South,Uzojina North,Uzojina State,0.8109667783114572,0.17058201061889477,facility_nearby_adequately_staffed
W0311,Uzotsiru,LGA006,17315,3078,Gridded population estimate 2024,0.5983720276565161,0.4048713157532664,0.2494863560377647,10361,7010,4320,Agbkotu-South,Uzojina North,Uzojina State,0.4169418764691613,0.3233786055492638,facility_nearby_mixed_adequacy
W0320,Enumitu,LGA006,62751,9137,Projected 2026 from 2006 census,0.7031045835663198,0.7031045835663198,0.5348339360426658,44121,44121,33561,Agbkotu-South,Uzojina North,Uzojina State,0.760674796528642,0.0,facility_nearby_mixed_adequacy
W0331,Daitsitu,LGA006,66951,9983,Projected 2026 from 2006 census,0.5766038124554574,0.5486882771706465,0.1565362287015211,38604,36735,10480,Agbkotu-South,Uzojina North,Uzojina State,0.2714796977059764,0.048413719579711266,facility_nearby_mixed_adequacy
W0381,Bausako,LGA076,165631,28205,Projected 2026 from 2006 census,0.5105425839431248,0.2424174793278086,0.1454120049236616,84562,40152,24085,Nasyotu,Uzojina North,Uzojina State,0.2848185626370017,0.5251767688886569,facility_nearby_mixed_adequacy
W0404,Kuknadu,LGA076,28978,5337,Projected 2026 from 2006 census,0.5656098754796269,0.4175771785448764,0.2701803952223641,16390,12101,7829,Nasyotu,Uzojina North,Uzojina State,0.47767976998855616,0.2617222636171645,facility_nearby_mixed_adequacy
W0415,Birbele,LGA076,54096,9626,Projected 2026 from 2006 census,0.4065687029648209,0.3619344589753686,0.135659084269739,21994,19579,7339,Nasyotu,Uzojina North,Uzojina State,0.33366829094436506,0.1097827837311776,facility_nearby_mixed_adequacy
W0418,Banwama,LGA076,63469,11492,Gridded population estimate 2024,0.4164791133846801,0.3742253206691893,0.1612963916213717,26434,23752,10237,Nasyotu,Uzojina North,Uzojina State,0.38728566796671654,0.10145477013744783,facility_nearby_mixed_adequacy
W0330,Daiyona,LGA094,100817,17826,Gridded population estimate 2024,0.7143603355334617,0.7143603355334617,0.4663361731264543,72020,72020,47015,Tamluni,Uzojina North,Uzojina State,0.6528024442709424,0.0,facility_nearby_mixed_adequacy
W0333,Riylale,LGA094,45323,7809,Gridded population estimate 2024,0.7319312750991201,0.4829931836707024,0.2088474610859011,33173,21891,9466,Tamluni,Uzojina North,Uzojina State,0.2853375285235877,0.3401112917257237,facility_nearby_mixed_adequacy
W0351,Duttsisa,LGA094,20255,3577,Projected 2026 from 2006 census,0.2790661071257252,0.2790661071257252,0.0760850133900348,5652,5652,1541,Tamluni,Uzojina North,Uzojina State,0.27264154065028356,0.0,facility_nearby_mixed_adequacy
W0352,Kukjino,LGA094,238099,41681,Gridded population estimate 2024,0.209971468610529,0.107989889614189,0.1078424962300429,49994,25712,25677,Tamluni,Uzojina North,Uzojina State,0.5136054767044438,0.48569255466562067,facility_nearby_mixed_adequacy
W0355,Uzosawo,LGA094,81645,13881,Gridded population estimate 2024,0.7317144051624667,0.7317144051624667,0.6082027584089574,59741,59741,49657,Tamluni,Uzojina North,Uzojina State,0.8312023845887178,0.0,facility_nearby_adequately_staffed
W0370,Agbnana,LGA094,68830,11728,Projected 2026 from 2006 census,0.2468834958216108,0.2468834958216108,0.1666107516029379,16993,16993,11468,Tamluni,Uzojina North,Uzojina State,0.6748557697162749,0.0,facility_nearby_mixed_adequacy
W0382,Bantsiko,LGA094,171413,27404,Gridded population estimate 2024,0.2809693519509041,0.2809693519509041,0.2809693519509041,48162,48162,48162,Tamluni,Uzojina North,Uzojina State,1.0,0.0,facility_nearby_adequately_staffed
W0307,Banlama,LGA075,66320,12156,Projected 2026 from 2006 census,0.5503405673485376,0.5503405673485376,0.5017063191544817,36499,36499,33273,Nassako-Central,Uzojina North,Uzojina State,0.9116288148112199,0.0,facility_nearby_adequately_staffed
W0313,Riymano,LGA075,134531,24673,Projected 2026 from 2006 census,0.5863004981101521,0.5625425101190942,0.4518297861463735,78876,75679,60785,Nassako-Central,Uzojina North,Uzojina State,0.7706454072660285,0.04052186219803333,facility_nearby_mixed_adequacy
W0339,Uzorimi,LGA075,47819,7749,Projected 2026 from 2006 census,0.4984699561382311,0.0943095425124243,0.0471329662289222,23836,4510,2254,Nassako-Central,Uzojina North,Uzojina State,0.09455527990908989,0.8108019523522272,facility_nearby_assessment_gap
W0342,Ngemiyi,LGA075,173629,27558,Gridded population estimate 2024,0.5200020578658429,0.4607007756089205,0.1612050514123247,90287,79991,27990,Nassako-Central,Uzojina North,Uzojina State,0.3100084874162451,0.11404047610946517,facility_nearby_mixed_adequacy
W0356,Daitisa,LGA075,57444,8377,Projected 2026 from 2006 census,0.3375744249223962,0.3236955489931093,0.1574015967797298,19392,18594,9042,Nassako-Central,Uzojina North,Uzojina State,0.4662722800043703,0.04111352906096914,facility_nearby_mixed_adequacy
W0358,Ekesasa,LGA075,50681,9065,Projected 2026 from 2006 census,0.2338673710711464,0.2223241048358025,0.1709793846409736,11853,11268,8665,Nassako-Central,Uzojina North,Uzojina State,0.7310955087828767,0.04935817332051956,facility_nearby_mixed_adequacy
W0398,Gwobako,LGA075,114383,20259,Projected 2026 from 2006 census,0.4174024424575145,0.4174024424575145,0.0604581623770564,47744,47744,6915,Nassako-Central,Uzojina North,Uzojina State,0.1448438155299251,0.0,facility_nearby_mixed_adequacy
W0520,Yelbeba,LGA095,21297,3456,Projected 2026 from 2006 census,0.5729579499813126,0.4748192779333506,0.4738920375122694,12202,10112,10092,Tamwata-South,Uzojina Central,Uzojina State,0.8270974118218025,0.17128424878503357,facility_nearby_adequately_staffed
W0523,Riynaja,LGA095,2417,430,Projected 2026 from 2006 census,0.2267441930463913,0.0758196216362367,0.0526125412361728,548,183,127,Tamwata-South,Uzojina Central,Uzojina State,0.23203479008350353,0.665616037978427,facility_nearby_mixed_adequacy
W0537,Ngesana,LGA095,9976,1799,Projected 2026 from 2006 census,0.4340608126790879,0.4340608126790879,0.3123122853911466,4330,4330,3116,Tamwata-South,Uzojina Central,Uzojina State,0.7195127416905218,0.0,facility_nearby_mixed_adequacy
W0571,Uzoyodu,LGA095,41393,6855,Projected 2026 from 2006 census,0.7258065463498842,0.7082912134631962,0.2623340815374028,30043,29318,10859,Tamwata-South,Uzojina Central,Uzojina State,0.3614380207187348,0.024132233271762824,facility_nearby_mixed_adequacy
W0464,Tamnuta,LGA033,36744,5704,Gridded population estimate 2024,0.0839610607447789,0.0123283224580284,0.0,3085,453,0,Ekedewo,Uzojina Central,Uzojina State,0.0,0.8531661897947731,facility_nearby_assessment_gap
W0465,Gwokoma,LGA033,9433,1447,Projected 2026 from 2006 census,0.3163398638131315,0.3163398638131315,0.0289260334425053,2984,2984,273,Ekedewo,Uzojina Central,Uzojina State,0.09143973539671404,0.0,facility_nearby_confirmed_inadequate
W0468,Supmija,LGA033,26377,3832,Projected 2026 from 2006 census,0.112603886142482,0.112603886142482,0.11251411490217,2970,2970,2968,Ekedewo,Uzojina Central,Uzojina State,0.9992027696078055,0.0,facility_nearby_adequately_staffed
W0482,Banmide,LGA033,23841,3968,Gridded population estimate 2024,0.231125277574023,0.231125277574023,0.0192329242475864,5510,5510,459,Ekedewo,Uzojina Central,Uzojina State,0.08321428296144125,0.0,facility_nearby_confirmed_inadequate
W0492,Adetsiko,LGA033,7474,1352,Gridded population estimate 2024,0.1740125554851579,0.1740125554851579,0.0,1301,1301,0,Ekedewo,Uzojina Central,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0417,Daizana,LGA026,18366,2762,Gridded population estimate 2024,0.4602113136769287,0.4602113136769287,0.0765060039278343,8452,8452,1405,Daishali-Central,Uzojina Central,Uzojina State,0.16624103244350488,0.0,facility_nearby_mixed_adequacy
W0431,Adekede,LGA026,7815,1274,Projected 2026 from 2006 census,0.2529586780451062,0.2529586780451062,0.0874475991131229,1977,1977,683,Daishali-Central,Uzojina Central,Uzojina State,0.3456991465520299,0.0,facility_nearby_mixed_adequacy
W0439,Daideli,LGA026,18937,2996,Projected 2026 from 2006 census,0.3959949175456671,0.3959949175456671,0.1219344749501576,7499,7499,2309,Daishali-Central,Uzojina Central,Uzojina State,0.3079192927674275,0.0,facility_nearby_mixed_adequacy
W0443,Supngotu,LGA026,34129,5714,Projected 2026 from 2006 census,0.4567914896362871,0.4360235254437063,0.0815210535454782,15590,14881,2782,Daishali-Central,Uzojina Central,Uzojina State,0.17846447535699064,0.04546486671438848,facility_nearby_mixed_adequacy
W0452,Adewano,LGA026,7444,1244,Projected 2026 from 2006 census,0.4762448564166152,0.4762448564166152,0.1689811924412113,3545,3545,1258,Daishali-Central,Uzojina Central,Uzojina State,0.354819984225484,0.0,facility_nearby_mixed_adequacy
W0453,Adetsidu,LGA026,12736,1950,Projected 2026 from 2006 census,0.3925580151449331,0.3855706731564255,0.3067526385953444,5000,4911,3907,Daishali-Central,Uzojina Central,Uzojina State,0.7814198838408402,0.01779951426014789,facility_nearby_mixed_adequacy
W0470,Funyofa,LGA111,9560,1494,Projected 2026 from 2006 census,0.3278197895584088,0.3278197895584088,0.1283070616293574,3134,3134,1227,Yeltsina,Uzojina Central,Uzojina State,0.3913951070562093,0.0,facility_nearby_mixed_adequacy
W0476,Yobngole,LGA111,35002,5613,Projected 2026 from 2006 census,0.0758485894894892,0.0758485894894892,0.073521481363642,2655,2655,2573,Yeltsina,Uzojina Central,Uzojina State,0.9693190322785149,0.0,facility_nearby_adequately_staffed
W0484,Tivlano,LGA111,45422,7802,Gridded population estimate 2024,0.3027803956420964,0.129682701175899,0.1264821843637765,13753,5890,5745,Yeltsina,Uzojina Central,Uzojina State,0.4177357126954997,0.5716938644561674,facility_nearby_mixed_adequacy
W0489,Ngemili,LGA111,6567,1121,Projected 2026 from 2006 census,0.3557356461012659,0.3557356461012659,0.2121993155913484,2336,2336,1394,Yeltsina,Uzojina Central,Uzojina State,0.596508440795788,0.0,facility_nearby_mixed_adequacy
W0490,Zamdena,LGA111,23066,4084,Gridded population estimate 2024,0.3976707423561899,0.3976707423561899,0.0317219049524684,9173,9173,732,Yeltsina,Uzojina Central,Uzojina State,0.07976927033786003,0.0,facility_nearby_confirmed_inadequate
W0502,Hantima,LGA111,41236,6427,Projected 2026 from 2006 census,0.7532157447733104,0.7532157447733104,0.398441442558131,31060,31060,16430,Yeltsina,Uzojina Central,Uzojina State,0.5289871399037827,0.0,facility_nearby_mixed_adequacy
W0503,Yobbafa,LGA111,29444,4594,Gridded population estimate 2024,0.2415292658685455,0.2415292658685455,0.0,7112,7112,0,Yeltsina,Uzojina Central,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0506,Dairili,LGA029,55806,9194,Projected 2026 from 2006 census,0.567664431012335,0.567664431012335,0.2966608442724846,31679,31679,16555,Dutkeni,Uzojina Central,Uzojina State,0.5225989652785527,0.0,facility_nearby_mixed_adequacy
W0511,Supriyi,LGA029,15593,2678,Projected 2026 from 2006 census,0.6495775170727476,0.6495775170727476,0.1086590863847924,10129,10129,1694,Dutkeni,Uzojina Central,Uzojina State,0.1672765505715978,0.0,facility_nearby_mixed_adequacy
W0521,Funwashi,LGA029,15168,2577,Gridded population estimate 2024,0.3169693109866266,0.3169693109866266,0.0,4808,4808,0,Dutkeni,Uzojina Central,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0522,Dutluko,LGA029,8488,1399,Gridded population estimate 2024,0.110450815176225,0.110450815176225,0.0,938,938,0,Dutkeni,Uzojina Central,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0554,Agbzali,LGA029,61670,10296,Projected 2026 from 2006 census,0.324033305676732,0.324033305676732,0.179556573675493,19983,19983,11073,Dutkeni,Uzojina Central,Uzojina State,0.5541299938304043,0.0,facility_nearby_mixed_adequacy
W0454,Gwoyowo,LGA003,56223,8971,Gridded population estimate 2024,0.6341364829880892,0.6341364829880892,0.069704133005864,35653,35653,3919,Adelaja-North,Uzojina Central,Uzojina State,0.10991976471281693,0.0,facility_nearby_mixed_adequacy
W0474,Tambawa,LGA003,17532,2839,Gridded population estimate 2024,0.2540830779204503,0.2540830779204503,0.2354063402694074,4455,4455,4127,Adelaja-North,Uzojina Central,Uzojina State,0.9264935791714145,0.0,facility_nearby_adequately_staffed
W0481,Uzolaba,LGA003,4200,653,Projected 2026 from 2006 census,0.4510174208093127,0.4510174208093127,0.4510174208093127,1894,1894,1894,Adelaja-North,Uzojina Central,Uzojina State,1.0,0.0,facility_nearby_adequately_staffed
W0499,Loktsifa,LGA003,25735,4035,Projected 2026 from 2006 census,0.5565566420552904,0.5565566420552904,0.1974679589899755,14323,14323,5082,Adelaja-North,Uzojina Central,Uzojina State,0.35480298691747225,0.0,facility_nearby_mixed_adequacy
W0410,Wurtimi,LGA106,12659,1986,Gridded population estimate 2024,0.4966267893370453,0.4966267893370453,0.3704816855743016,6287,6287,4690,Wurkota,Uzojina Central,Uzojina State,0.7459961756571032,0.0,facility_nearby_mixed_adequacy
W0424,Olunumi,LGA106,12678,2217,Projected 2026 from 2006 census,0.1763715088733041,0.0894264634230023,0.0,2236,1134,0,Wurkota,Uzojina Central,Uzojina State,0.0,0.4929653661508248,facility_nearby_confirmed_inadequate
W0432,Adebale,LGA106,10125,1694,Projected 2026 from 2006 census,0.2169900501445619,0.2034588989031723,0.0,2197,2060,0,Wurkota,Uzojina Central,Uzojina State,0.0,0.06235839492352274,facility_nearby_confirmed_inadequate
W0436,Shaduni,LGA106,19802,3020,Gridded population estimate 2024,0.136859658702594,0.136859658702594,0.0,2710,2710,0,Wurkota,Uzojina Central,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0449,Sharimi,LGA106,23410,4323,Gridded population estimate 2024,0.353892392002654,0.353892392002654,0.1839243802650177,8285,8285,4306,Wurkota,Uzojina Central,Uzojina State,0.5197183788670946,0.0,facility_nearby_mixed_adequacy
W0451,Ekebawa,LGA106,8701,1569,Projected 2026 from 2006 census,0.1915176223537207,0.1915176223537207,0.0,1666,1666,0,Wurkota,Uzojina Central,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0391,Kadbana,LGA098,25752,4288,Projected 2026 from 2006 census,0.2753873740175873,0.2753873740175873,0.2753873740175873,7092,7092,7092,Tivngoba,Uzojina South,Uzojina State,1.0,0.0,facility_nearby_adequately_staffed
W0409,Zamzani,LGA098,11084,1939,Gridded population estimate 2024,0.2772654597655292,0.2772654597655293,0.0,3073,3073,0,Tivngoba,Uzojina South,Uzojina State,0.0,-4.0041879921286327e-16,facility_nearby_confirmed_inadequate
W0411,Umuduno,LGA098,30087,4458,Gridded population estimate 2024,0.0002866177554747,0.0002866177554747,0.0002866177554747,9,9,9,Tivngoba,Uzojina South,Uzojina State,1.0,0.0,facility_nearby_adequately_staffed
W0414,Lokkode,LGA098,67858,10432,Gridded population estimate 2024,0.5222018449941845,0.315960876440427,0.0566788274323353,35436,21440,3846,Tivngoba,Uzojina South,Uzojina State,0.1085381600537365,0.3949449250912822,facility_nearby_mixed_adequacy
W0420,Bantsitu,LGA098,39333,7085,Gridded population estimate 2024,0.3383781964241454,0.3383781964241454,0.3223961647292207,13309,13309,12681,Tivngoba,Uzojina South,Uzojina State,0.9527687307757509,0.0,facility_nearby_adequately_staffed
W0430,Daikowa,LGA098,33801,5804,Gridded population estimate 2024,0.2767349759576734,0.2767349759576734,0.2126787685378152,9354,9354,7189,Tivngoba,Uzojina South,Uzojina State,0.7685286899562144,0.0,facility_nearby_mixed_adequacy
W0297,Agbtiba,LGA083,25472,4095,Projected 2026 from 2006 census,0.2257915575349,0.2257915575349,0.1974936902783623,5751,5751,5031,Olubani-South,Uzojina South,Uzojina State,0.8746726070474812,0.0,facility_nearby_adequately_staffed
W0306,Kukmiyi,LGA083,17600,3229,Gridded population estimate 2024,0.3068348463339427,0.3068348463339427,0.2789688145419242,5400,5400,4910,Olubani-South,Uzojina South,Uzojina State,0.9091823105329744,0.0,facility_nearby_adequately_staffed
W0316,Tamduri,LGA083,38124,5881,Gridded population estimate 2024,0.6035510756234931,0.6035510756234931,0.2770664049846975,23010,23010,10563,Olubani-South,Uzojina South,Uzojina State,0.45906041124767527,0.0,facility_nearby_mixed_adequacy
W0319,Wurlutu,LGA083,38852,6166,Gridded population estimate 2024,0.4862889274594856,0.4862889274594856,0.2018719638173167,18893,18893,7843,Olubani-South,Uzojina South,Uzojina State,0.4151276173857266,0.0,facility_nearby_mixed_adequacy
W0329,Jostsita,LGA083,13014,2007,Projected 2026 from 2006 census,0.3880658196647279,0.3880658196647279,0.2801851021991682,5050,5050,3646,Olubani-South,Uzojina South,Uzojina State,0.722004072508205,0.0,facility_nearby_mixed_adequacy
W0327,Suplashi,LGA105,23202,4107,Gridded population estimate 2024,0.2087933509021675,0.2087933509021675,0.1671710146933855,4844,4844,3879,Uzorisa,Uzojina South,Uzojina State,0.8006529612703777,0.0,facility_nearby_adequately_staffed
W0345,Olulale,LGA105,52073,9564,Projected 2026 from 2006 census,0.1457211903633724,0.1457211903633724,0.0,7588,7588,0,Uzorisa,Uzojina South,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0347,Umurifa,LGA105,18956,3222,Gridded population estimate 2024,0.3491260790467237,0.3491260790467237,0.2614280122506507,6618,6618,4956,Uzorisa,Uzojina South,Uzojina State,0.748806886510657,0.0,facility_nearby_mixed_adequacy
W0371,Wurzano,LGA105,36608,5745,Projected 2026 from 2006 census,0.2916628833439376,0.2916628833439376,0.0,10677,10677,0,Uzorisa,Uzojina South,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0377,Kukwana,LGA105,18654,3375,Gridded population estimate 2024,0.2277378257089087,0.2277378257089087,0.1725048819030307,4248,4248,3218,Uzorisa,Uzojina South,Uzojina State,0.7574713658833471,0.0,facility_nearby_mixed_adequacy
W0278,Nasrari,LGA066,5709,856,Projected 2026 from 2006 census,0.3647176971659495,0.3647176971659495,0.1634719219256116,2082,2082,933,Loksayi,Uzojina South,Uzojina State,0.44821494321738536,0.0,facility_nearby_mixed_adequacy
W0286,Riyridu,LGA066,20150,3129,Projected 2026 from 2006 census,0.1965687647675318,0.1965687647675318,0.1741887407559679,3961,3961,3510,Loksayi,Uzojina South,Uzojina State,0.8861465907972145,0.0,facility_nearby_adequately_staffed
W0302,Yeldena,LGA066,31383,5194,Gridded population estimate 2024,0.4762400491720736,0.4762400491720736,0.3646089593215934,14946,14946,11443,Loksayi,Uzojina South,Uzojina State,0.7655991132107707,0.0,facility_nearby_mixed_adequacy
W0309,Lokyofa,LGA066,22795,3929,Projected 2026 from 2006 census,0.4562866626140827,0.4562866626140827,0.0735971167680629,10401,10401,1678,Loksayi,Uzojina South,Uzojina State,0.16129578792950547,0.0,facility_nearby_mixed_adequacy
W0335,Lokkona,LGA066,27978,4874,Projected 2026 from 2006 census,0.5434337885150162,0.5434337885150162,0.4730081835432873,15204,15204,13234,Loksayi,Uzojina South,Uzojina State,0.8704062823105396,0.0,facility_nearby_adequately_staffed
W0383,Funkotu,LGA046,8410,1531,Projected 2026 from 2006 census,0.3030833211509429,0.3030833211509429,0.3030833211509429,2549,2549,2549,Hansatu,Uzojina South,Uzojina State,1.0,0.0,facility_nearby_adequately_staffed
W0395,Supyomi,LGA046,18207,3135,Projected 2026 from 2006 census,0.2050294830350816,0.2050294830350816,0.2050294830350816,3733,3733,3733,Hansatu,Uzojina South,Uzojina State,1.0,0.0,facility_nearby_adequately_staffed
W0400,Banzashi,LGA046,6350,1159,Gridded population estimate 2024,0.2657575683733914,0.2657575683733914,0.2533295979529358,1688,1688,1609,Hansatu,Uzojina South,Uzojina State,0.9532356858300488,0.0,facility_nearby_adequately_staffed
W0419,Uzowadu,LGA046,41644,7348,Projected 2026 from 2006 census,0.4382606323364383,0.4382606323364383,0.2904851464574619,18251,18251,12097,Hansatu,Uzojina South,Uzojina State,0.6628136889887613,0.0,facility_nearby_mixed_adequacy
W0421,Okeriyi,LGA046,10389,1619,Projected 2026 from 2006 census,0.1631274512936789,0.1631274512936789,0.0,1695,1695,0,Hansatu,Uzojina South,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0435,Katlale,LGA046,23654,3543,Projected 2026 from 2006 census,0.3703641847462791,0.3703641847462791,0.0,8761,8761,0,Hansatu,Uzojina South,Uzojina State,0.0,0.0,facility_nearby_confirmed_inadequate
W0288,Daiwaru,LGA011,31115,4774,Gridded population estimate 2024,0.0185811623852575,0.0185811623852575,0.0072430174864263,578,578,225,Agbridu-West,Uzojina South,Uzojina State,0.38980432635220874,0.0,facility_nearby_mixed_adequacy
W0299,Hanwano,LGA011,32330,5418,Gridded population estimate 2024,0.5952829938511414,0.5952829938511414,0.1988394809645009,19245,19245,6428,Agbridu-West,Uzojina South,Uzojina State,0.3340251326148642,0.0,facility_nearby_mixed_adequacy
W0314,Yobnushi,LGA011,36757,6093,Gridded population estimate 2024,0.4206121231733457,0.4206121231733457,0.2496178897871901,15460,15460,9175,Agbridu-West,Uzojina South,Uzojina State,0.5934633740557111,0.0,facility_nearby_mixed_adequacy
W0328,Gwojishi,LGA011,27906,4942,Projected 2026 from 2006 census,0.3098124338788746,0.3098124338788746,0.0300923737760755,8646,8646,840,Agbridu-West,Uzojina South,Uzojina State,0.09713094274273229,0.0,facility_nearby_confirmed_inadequate
W0354,Tivsako,LGA016,23840,4066,Gridded population estimate 2024,0.3456353826708632,0.0665626735546923,0.0665626735546923,8240,1587,1587,Banluwo,Uzojina South,Uzojina State,0.1925806120899308,0.8074193879100692,facility_nearby_mixed_adequacy
W0380,Josmako,LGA016,12033,2078,Projected 2026 from 2006 census,0.5807339171943462,0.5807339171943462,0.2424711117326529,6988,6988,2918,Banluwo,Uzojina South,Uzojina State,0.41752531504287604,0.0,facility_nearby_mixed_adequacy
W0393,Yobkono,LGA016,29872,5172,Projected 2026 from 2006 census,0.2540020402133572,0.168945522482724,0.099884875080197,7588,5047,2984,Banluwo,Uzojina South,Uzojina State,0.3932443810147961,0.33486549028971285,facility_nearby_mixed_adequacy
W0394,Ekengoja,LGA016,13519,2068,Gridded population estimate 2024,0.4047838245527895,0.4047838245527895,0.2780390710308244,5472,5472,3759,Banluwo,Uzojina South,Uzojina State,0.6868828598524302,0.0,facility_nearby_mixed_adequacy
W0338,Nastino,LGA116,15608,2729,Gridded population estimate 2024,0.6510153379526087,0.6510153379526087,0.2632324457034916,10161,10161,4109,Zamberi-North,Uzojina South,Uzojina State,0.40434138853216056,0.0,facility_nearby_mixed_adequacy
W0353,Malshana,LGA116,66078,10499,Projected 2026 from 2006 census,0.7689542604799469,0.720405779992379,0.4224127512552313,50811,47603,27912,Zamberi-North,Uzojina South,Uzojina State,0.5493340410021009,0.06313571948644395,facility_nearby_mixed_adequacy
W0360,Tivtsisa,LGA116,60520,10296,Gridded population estimate 2024,0.4243711150578647,0.4243711150578647,0.295215079147993,25683,25683,17866,Zamberi-North,Uzojina South,Uzojina State,0.6956530938910375,0.0,facility_nearby_mixed_adequacy
W0367,Nasjidu,LGA116,29290,4270,Gridded population estimate 2024,0.3978101993319421,0.3978101993319421,0.3665266361835146,11652,11652,10736,Zamberi-North,Uzojina South,Uzojina State,0.9213605804955147,0.0,facility_nearby_adequately_staffed
W0368,Josmatu,LGA116,16569,2532,Gridded population estimate 2024,0.8530050878830763,0.8530050878830763,0.3009121276947216,14133,14133,4986,Zamberi-North,Uzojina South,Uzojina State,0.35276709596363914,0.0,facility_nearby_mixed_adequacy
W0462,Funngoru,LGA001,53829,9389,Gridded population estimate 2024,0.2960082892334753,0.2960082892334753,0.0,15934,15934,0,Adekeni,Supwasa North,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0478,Wurshani,LGA001,36194,5689,Projected 2026 from 2006 census,0.4838305477833731,0.4838305477833731,0.1488448177960842,17512,17512,5387,Adekeni,Supwasa North,Supwasa State,0.30763832188356766,0.0,facility_nearby_mixed_adequacy
W0486,Agbjisa,LGA001,20259,3433,Projected 2026 from 2006 census,0.4984876367477677,0.4984876367477677,0.2605459582655812,10099,10099,5278,Adekeni,Supwasa North,Supwasa State,0.5226728589808861,0.0,facility_nearby_mixed_adequacy
W0487,Tamnuma,LGA001,11546,1816,Gridded population estimate 2024,0.2084959529457994,0.2084959529457994,0.0890397646784641,2407,2407,1028,Adekeni,Supwasa North,Supwasa State,0.4270575203999805,0.0,facility_nearby_mixed_adequacy
W0508,Uzotsija,LGA001,52312,7858,Projected 2026 from 2006 census,0.798472687969843,0.798472687969843,0.0145286772929442,41770,41770,760,Adekeni,Supwasa North,Supwasa State,0.018195584535125545,0.0,facility_nearby_confirmed_inadequate
W0512,Okezari,LGA001,4392,666,Projected 2026 from 2006 census,0.2369825816904655,0.2369825816904655,0.0,1041,1041,0,Adekeni,Supwasa North,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0405,Irongoko,LGA074,31968,5288,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0,Nasrifa,Supwasa North,Supwasa State,,,no_facility_nearby
