ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility
W0619,Malludu,LGA036,27464,5014,Projected 2026 from 2006 census,0.5492771921763405,0.5492771921763405,0.3228402942095448,15085,15085,8866
W0620,Gwotsimi,LGA036,28730,5267,Projected 2026 from 2006 census,0.7255924763362448,0.7255924763362448,0.29452038702268174,20846,20846,8462
W0550,Ngebasa,LGA077,3763,584,Gridded population estimate 2024,0.14743090141965537,0.14743090141965537,0.004790546500668925,555,555,18
W0567,Adenashi,LGA077,15920,2455,Gridded population estimate 2024,0.3166388962774498,0.3166388962774498,0.02046042519348522,5041,5041,326
W0574,Gwodeja,LGA077,19357,2979,Gridded population estimate 2024,0.37853182696360294,0.37853182696360294,0.35150924072286177,7327,7327,6804
W0588,Kadsade,LGA077,29096,5141,Projected 2026 from 2006 census,0.1786904220762717,0.043385295296822085,0.006379827440110463,5199,1262,186
W0599,Malsharu,LGA077,47299,8059,Projected 2026 from 2006 census,0.44035008908505885,0.44035008908505885,0.3607356147726019,20828,20828,17062
W0583,Yelwami,LGA119,13065,1929,Gridded population estimate 2024,0.1808569680140512,0.17979598616458725,0.054314804627692954,2363,2349,710
W0585,Dutdeyi,LGA119,28158,4310,Projected 2026 from 2006 census,0.271742961503786,0.271742961503786,0.15219867355171873,7652,7652,4286
W0591,Oluzana,LGA119,15334,2253,Projected 2026 from 2006 census,0.6220978684249696,0.6076977492784561,0.43550022365104885,9539,9318,6678
W0603,Gwonuri,LGA119,16351,2626,Gridded population estimate 2024,0.2509343701515059,0.15687950433464679,0.10618413406039168,4103,2565,1736
W0604,Okewari,LGA119,19350,2906,Projected 2026 from 2006 census,0.38773135518145374,0.3877313551814538,0.14396881546568438,7503,7503,2786
W0607,Ngetsiko,LGA119,23816,4166,Gridded population estimate 2024,0.4959857101561022,0.4959857101561022,0.00031621060074433214,11812,11812,8
W0600,Agbmami,LGA040,27160,3980,Projected 2026 from 2006 census,0.2821202789619929,0.20167389981997863,0.20167389981997863,7662,5477,5477
W0602,Yelshama,LGA040,59006,10631,Projected 2026 from 2006 census,0.7825398493135346,0.7825398493135346,0.5375779233588412,46175,46175,31720
W0608,Supdedu,LGA040,10065,1766,Projected 2026 from 2006 census,0.04352084363822122,0.0,0.0,438,0,0
W0610,Ngejile,LGA040,24367,4215,Gridded population estimate 2024,0.1256638567679732,0.1256638567679732,0.030168141084273688,3062,3062,735
W0615,Aderari,LGA040,19719,3028,Projected 2026 from 2006 census,0.19136733292189137,0.19136733292189137,0.0,3774,3774,0
